relative_path,file_name,file_type,file_size_bytes,file_size_kb,file_size_mb,last_modified,days_since_mod,age_days,depth,top_level_folder,production_vs_debug,suggested_action,suggested_target,confidence,reason
BE_QUERY_FILES\_tmp_recipe_key_lookup_probe.py,_tmp_recipe_key_lookup_probe.py,.py,458,0.45,0.0,2026-05-14 22:11:07,54.0,54.0,1,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\_tmp_recipe_value_probe.py,_tmp_recipe_value_probe.py,.py,937,0.92,0.001,2026-05-14 22:11:42,54.0,54.0,1,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\_tmp_surf_manifest_audit.py,_tmp_surf_manifest_audit.py,.py,6940,6.78,0.007,2026-06-21 21:07:54,16.1,16.1,1,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\_tmp_surf_manifest_fast_audit.py,_tmp_surf_manifest_fast_audit.py,.py,3274,3.2,0.003,2026-06-21 21:33:13,16.1,16.1,1,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\_tmp_surf_manifest_targeted_audit.py,_tmp_surf_manifest_targeted_audit.py,.py,6013,5.87,0.006,2026-06-21 21:33:13,16.1,16.1,1,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\compare_surf_coordinates.py,compare_surf_coordinates.py,.py,4610,4.5,0.004,2026-04-26 15:47:30,72.3,72.3,1,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\debug_join_keys.py,debug_join_keys.py,.py,2273,2.22,0.002,2026-07-06 22:18:00,1.0,1.0,1,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\monthly_test_results.csv,monthly_test_results.csv,.csv,1014,0.99,0.001,2026-01-04 07:38:29,184.7,184.7,2,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\test_nulls.py,test_nulls.py,.py,411,0.4,0.0,2026-01-02 23:30:24,186.0,186.0,2,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\OLD\8M5CL_8M6CL_PST.py,8M5CL_8M6CL_PST.py,.py,70842,69.18,0.068,2025-12-27 02:15:27,192.9,192.9,2,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\OLD\8M5CL_8M6CL_PST_PRE_REFACTOR.py,8M5CL_8M6CL_PST_PRE_REFACTOR.py,.py,28442,27.78,0.027,2025-12-25 21:20:18,194.1,194.1,2,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\OLD\8M5CL_8M6CL_PST_PRE_REFACTOR_1.py,8M5CL_8M6CL_PST_PRE_REFACTOR_1.py,.py,39823,38.89,0.038,2025-12-25 21:43:10,194.1,194.1,2,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\OLD\8M5CL_8M6CL_REFACTOR_CSV_VALIDATION.py,8M5CL_8M6CL_REFACTOR_CSV_VALIDATION.py,.py,17708,17.29,0.017,2025-12-25 21:36:04,194.1,194.1,2,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\OLD\8M5CL_NCDD_RETICLE.jsl,8M5CL_NCDD_RETICLE.jsl,.jsl,15046,14.69,0.014,2025-12-29 22:53:44,190.0,190.0,2,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\OLD\8M6CL_NCDD_RETICLE.jsl,8M6CL_NCDD_RETICLE.jsl,.jsl,12541,12.25,0.012,2025-12-30 00:09:53,190.0,190.0,2,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\OLD\8M6CL_NCDD_RETICLE_251480.jsl,8M6CL_NCDD_RETICLE_251480.jsl,.jsl,12541,12.25,0.012,2025-12-30 00:25:32,190.0,190.0,2,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\OLD\ELWC_LOOKBACKS.py,ELWC_LOOKBACKS.py,.py,11715,11.44,0.011,2025-12-23 05:50:36,196.7,196.7,2,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\ss_incremental_with_images_dryrun_v2_console.locktest.txt,ss_incremental_with_images_dryrun_v2_console.locktest.txt,.txt,726228,709.21,0.693,2026-04-26 05:18:07,72.8,72.8,1,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\ss_seed_760_compare_console.txt,ss_seed_760_compare_console.txt,.txt,4284,4.18,0.004,2026-04-26 16:02:07,72.3,72.3,1,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\test_fixed_merge.py,test_fixed_merge.py,.py,3599,3.51,0.003,2026-07-07 15:23:18,0.3,0.3,1,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\test_merge_logic.py,test_merge_logic.py,.py,3133,3.06,0.003,2026-07-07 15:22:54,0.3,0.3,1,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
.gitignore,.gitignore,[no extension],444,0.43,0.0,2026-07-07 18:30:44,0.2,0.2,0,[root],PRODUCTION,keep,as-is,High,general workspace file
.vscode\settings.json,settings.json,.json,204,0.2,0.0,2026-04-17 20:06:14,81.1,81.1,1,.vscode,PRODUCTION,keep,as-is,High,general workspace file
=,=,[no extension],0,0.0,0.0,2026-07-06 01:08:24,1.9,1.9,0,[root],PRODUCTION,keep,as-is,High,general workspace file
AMEct 1278 Inline Defects Chamber Dispo.jsl,AMEct 1278 Inline Defects Chamber Dispo.jsl,.jsl,49118,47.97,0.047,2026-07-07 00:35:44,0.9,0.9,0,[root],PRODUCTION,keep,as-is,High,general workspace file
AMEct 1278 Inline Defects Fleet Dispo.jsl,AMEct 1278 Inline Defects Fleet Dispo.jsl,.jsl,51222,50.02,0.049,2026-07-07 00:35:44,0.9,0.9,0,[root],PRODUCTION,keep,as-is,High,general workspace file
AMEct 1278 Surf Scan Chamber Dispo.jsl,AMEct 1278 Surf Scan Chamber Dispo.jsl,.jsl,49893,48.72,0.048,2026-04-27 22:40:41,71.0,71.0,0,[root],PRODUCTION,keep,as-is,High,general workspace file
AMEct 1278 Surf Scan Fleet Dispo.jsl,AMEct 1278 Surf Scan Fleet Dispo.jsl,.jsl,31115,30.39,0.03,2026-04-27 22:40:41,71.0,71.0,0,[root],PRODUCTION,keep,as-is,High,general workspace file
artifacts\benchmark_artifacts.json,benchmark_artifacts.json,.json,6000,5.86,0.006,2026-07-05 14:27:22,2.4,2.4,1,artifacts,PRODUCTION,keep,as-is,High,generated output or manifest
artifacts\defect_coordinates_artifacts.json,defect_coordinates_artifacts.json,.json,5425,5.3,0.005,2026-07-07 15:45:50,0.3,0.3,1,artifacts,PRODUCTION,keep,as-is,High,generated output or manifest
artifacts\layout_migration_artifacts.json,layout_migration_artifacts.json,.json,4094,4.0,0.004,2026-04-23 21:03:49,75.1,75.1,1,artifacts,PRODUCTION,keep,as-is,High,generated output or manifest
artifacts\main_run_artifacts.json,main_run_artifacts.json,.json,5445,5.32,0.005,2026-07-07 15:45:34,0.3,0.3,1,artifacts,PRODUCTION,keep,as-is,High,generated output or manifest
artifacts\surf_scan_elwc_pm_pilot_60d_summary.json,surf_scan_elwc_pm_pilot_60d_summary.json,.json,1838,1.79,0.002,2026-04-30 00:16:23,69.0,69.0,1,artifacts,PRODUCTION,keep,as-is,High,generated output or manifest
artifacts\surf_scan_elwc_pm_stage_apply_summary.json,surf_scan_elwc_pm_stage_apply_summary.json,.json,1022,1.0,0.001,2026-07-07 13:57:37,0.4,0.4,1,artifacts,PRODUCTION,keep,as-is,High,generated output or manifest
artifacts\surf_scan_elwc_pm_stage_full_summary.json,surf_scan_elwc_pm_stage_full_summary.json,.json,1115,1.09,0.001,2026-07-07 13:57:11,0.4,0.4,1,artifacts,PRODUCTION,keep,as-is,High,generated output or manifest
artifacts\surf_scan_event_wafer_backfill_summary.json,surf_scan_event_wafer_backfill_summary.json,.json,1467,1.43,0.001,2026-04-28 23:29:31,70.0,70.0,1,artifacts,PRODUCTION,keep,as-is,High,generated output or manifest
artifacts\surf_scan_extend_backfill_summary.json,surf_scan_extend_backfill_summary.json,.json,555,0.54,0.001,2026-04-28 23:14:57,70.0,70.0,1,artifacts,PRODUCTION,keep,as-is,High,generated output or manifest
artifacts\surf_scan_pm_counter_backfill_summary.json,surf_scan_pm_counter_backfill_summary.json,.json,1350,1.32,0.001,2026-04-29 17:54:58,69.2,69.2,1,artifacts,PRODUCTION,keep,as-is,High,generated output or manifest
artifacts\surf_scan_run_artifacts.json,surf_scan_run_artifacts.json,.json,5391,5.26,0.005,2026-07-07 13:59:25,0.4,0.4,1,artifacts,PRODUCTION,keep,as-is,High,generated output or manifest
artifacts\surf_scan_run_summary.json,surf_scan_run_summary.json,.json,258,0.25,0.0,2026-07-07 13:59:29,0.4,0.4,1,artifacts,PRODUCTION,keep,as-is,High,generated output or manifest
artifacts\update_run_artifacts.json,update_run_artifacts.json,.json,6375,6.23,0.006,2026-07-07 15:46:18,0.3,0.3,1,artifacts,PRODUCTION,keep,as-is,High,generated output or manifest
audit_columns.py,audit_columns.py,.py,1476,1.44,0.001,2026-07-06 22:18:00,1.0,1.0,0,[root],PRODUCTION,keep,as-is,High,general workspace file
BE.code-workspace,BE.code-workspace,.code-workspace,60,0.06,0.0,2026-04-17 19:00:29,81.2,81.2,0,[root],PRODUCTION,keep,as-is,High,workspace entry or design doc
BE_QUERY_FILES\0M6CL_NCDD_SHORT.jsl,0M6CL_NCDD_SHORT.jsl,.jsl,5852,5.71,0.006,2026-06-27 22:19:57,10.0,10.0,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\20260210_8M5CL_NCDD.csv,20260210_8M5CL_NCDD.csv,.csv,5378376,5252.32,5.129,2026-02-10 17:49:11,147.2,147.2,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\20260210_8M6CL_NCDD.csv,20260210_8M6CL_NCDD.csv,.csv,6226705,6080.77,5.938,2026-02-10 18:18:11,147.2,147.2,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\8m5cl jsl.log,8m5cl jsl.log,.log,827833,808.43,0.789,2026-04-29 17:12:56,69.3,69.3,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\8M5CL_8M6CL_PROCESSOR.py,8M5CL_8M6CL_PROCESSOR.py,.py,107717,105.19,0.103,2026-01-01 19:13:14,187.2,187.2,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\8M5CL_8M6CL_UPDATE.py,8M5CL_8M6CL_UPDATE.py,.py,10288,10.05,0.01,2026-07-07 15:14:01,0.3,0.3,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\8M5CL_EDI.csv,8M5CL_EDI.csv,.csv,960416,937.91,0.916,2026-07-07 16:10:57,0.3,0.3,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\8M5CL_EDI_SHORT.jsl,8M5CL_EDI_SHORT.jsl,.jsl,10632,10.38,0.01,2026-07-06 17:47:45,1.2,1.2,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\8M5CL_NCDD.csv,8M5CL_NCDD.csv,.csv,871834,851.4,0.831,2026-07-07 16:39:23,0.3,0.3,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\8M5CL_NCDD_EDI.csv,8M5CL_NCDD_EDI.csv,.csv,221715,216.52,0.211,2026-07-07 13:54:01,0.4,0.4,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\8M5CL_NCDD_EDI_SHORT.jsl,8M5CL_NCDD_EDI_SHORT.jsl,.jsl,5816,5.68,0.006,2026-07-06 18:56:37,1.2,1.2,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\8M5CL_NCDD_SHORT.jsl,8M5CL_NCDD_SHORT.jsl,.jsl,1503,1.47,0.001,2026-07-07 16:21:40,0.3,0.3,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\8M6CL_EDI.csv,8M6CL_EDI.csv,.csv,1236824,1207.84,1.18,2026-07-07 16:08:40,0.3,0.3,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\8M6CL_EDI_SHORT.jsl,8M6CL_EDI_SHORT.jsl,.jsl,10532,10.29,0.01,2026-07-06 17:47:47,1.2,1.2,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\8M6CL_NCDD.csv,8M6CL_NCDD.csv,.csv,1118667,1092.45,1.067,2026-07-07 16:42:08,0.3,0.3,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\8M6CL_NCDD_EDI.csv,8M6CL_NCDD_EDI.csv,.csv,272306,265.92,0.26,2026-07-07 13:59:05,0.4,0.4,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\8M6CL_NCDD_EDI_SHORT.jsl,8M6CL_NCDD_EDI_SHORT.jsl,.jsl,6116,5.97,0.006,2026-07-06 23:41:12,1.0,1.0,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\8M6CL_NCDD_SHORT.jsl,8M6CL_NCDD_SHORT.jsl,.jsl,11634,11.36,0.011,2026-07-07 16:41:35,0.3,0.3,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\__pycache__\8M5CL_8M6CL_UPDATE.cpython-311.pyc,8M5CL_8M6CL_UPDATE.cpython-311.pyc,.pyc,12661,12.36,0.012,2026-05-01 16:00:27,67.3,67.3,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\__pycache__\backfill_surf_pilot_status.cpython-311.pyc,backfill_surf_pilot_status.cpython-311.pyc,.pyc,4245,4.15,0.004,2026-04-30 22:40:09,68.0,68.0,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\__pycache__\backfill_wafer_pilot_status.cpython-311.pyc,backfill_wafer_pilot_status.cpython-311.pyc,.pyc,7910,7.72,0.008,2026-04-30 22:40:22,68.0,68.0,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\__pycache__\DEFECT_COORDINATES_QUERY.cpython-311.pyc,DEFECT_COORDINATES_QUERY.cpython-311.pyc,.pyc,67197,65.62,0.064,2026-05-06 14:26:08,62.4,62.4,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\__pycache__\migrate_pipeline_layout.cpython-311.pyc,migrate_pipeline_layout.cpython-311.pyc,.pyc,5233,5.11,0.005,2026-04-23 21:10:48,75.1,75.1,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\__pycache__\pipeline_config.cpython-311.pyc,pipeline_config.cpython-311.pyc,.pyc,16541,16.15,0.016,2026-07-07 00:42:47,0.9,0.9,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\__pycache__\reconcile_prune_images.cpython-311.pyc,reconcile_prune_images.cpython-311.pyc,.pyc,30744,30.02,0.029,2026-06-22 13:56:29,15.4,15.4,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\__pycache__\surf_scan_config.cpython-311.pyc,surf_scan_config.cpython-311.pyc,.pyc,2022,1.97,0.002,2026-04-26 16:51:41,72.3,72.3,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\__pycache__\surf_scan_coordinates.cpython-311.pyc,surf_scan_coordinates.cpython-311.pyc,.pyc,61778,60.33,0.059,2026-05-01 16:18:31,67.3,67.3,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\__pycache__\surf_scan_daily.cpython-311.pyc,surf_scan_daily.cpython-311.pyc,.pyc,803,0.78,0.001,2026-06-21 23:27:58,16.0,16.0,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\__pycache__\surf_scan_elwc_pm_pilot.cpython-311.pyc,surf_scan_elwc_pm_pilot.cpython-311.pyc,.pyc,32240,31.48,0.031,2026-04-30 19:59:15,68.1,68.1,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\__pycache__\surf_scan_elwc_pm_stage_backfill.cpython-311.pyc,surf_scan_elwc_pm_stage_backfill.cpython-311.pyc,.pyc,30122,29.42,0.029,2026-05-01 16:18:31,67.3,67.3,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\__pycache__\surf_scan_event_wafer_sample.cpython-311.pyc,surf_scan_event_wafer_sample.cpython-311.pyc,.pyc,15823,15.45,0.015,2026-04-28 23:30:40,70.0,70.0,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\__pycache__\surf_scan_images.cpython-311.pyc,surf_scan_images.cpython-311.pyc,.pyc,48871,47.73,0.047,2026-06-21 21:42:02,16.1,16.1,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\__pycache__\surf_scan_update.cpython-311.pyc,surf_scan_update.cpython-311.pyc,.pyc,28084,27.43,0.027,2026-06-21 23:27:58,16.0,16.0,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\__pycache__\update_run.cpython-311.pyc,update_run.cpython-311.pyc,.pyc,7529,7.35,0.007,2026-04-23 22:32:46,75.0,75.0,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\audit_edi_backfill.py,audit_edi_backfill.py,.py,12024,11.74,0.011,2026-07-06 22:18:00,1.0,1.0,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\backfill_defect_yymm.py,backfill_defect_yymm.py,.py,2312,2.26,0.002,2026-04-27 18:00:09,71.2,71.2,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\backfill_surf_pilot_status.py,backfill_surf_pilot_status.py,.py,2174,2.12,0.002,2026-04-30 22:38:56,68.0,68.0,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\backfill_wafer_pilot_status.py,backfill_wafer_pilot_status.py,.py,4661,4.55,0.004,2026-04-30 22:38:56,68.0,68.0,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\check_ncdd_coverage.py,check_ncdd_coverage.py,.py,3333,3.25,0.003,2026-07-07 18:05:21,0.2,0.2,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\csv_backup_daily.py,csv_backup_daily.py,.py,4195,4.1,0.004,2026-07-07 18:17:57,0.2,0.2,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\DEFECT_COORDINATES_QUERY.py,DEFECT_COORDINATES_QUERY.py,.py,53441,52.19,0.051,2026-05-06 00:01:38,63.0,63.0,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\diagnose_join_keys.py,diagnose_join_keys.py,.py,4083,3.99,0.004,2026-07-06 22:18:00,1.0,1.0,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\EDI_BACKFILL.py,EDI_BACKFILL.py,.py,6147,6.0,0.006,2026-07-07 16:31:16,0.3,0.3,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\final_verification.py,final_verification.py,.py,2281,2.23,0.002,2026-07-07 17:03:58,0.3,0.3,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\generate_60day.py,generate_60day.py,.py,1137,1.11,0.001,2026-07-07 16:31:16,0.3,0.3,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\merged_sources\8M5CL_NCDD_merged_dedup.csv,8M5CL_NCDD_merged_dedup.csv,.csv,127109,124.13,0.121,2026-07-07 15:45:59,0.3,0.3,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\merged_sources\8M6CL_NCDD_merged_dedup.csv,8M6CL_NCDD_merged_dedup.csv,.csv,154784,151.16,0.148,2026-07-07 15:45:59,0.3,0.3,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\migrate_pipeline_layout.py,migrate_pipeline_layout.py,.py,3615,3.53,0.003,2026-04-23 21:09:21,75.1,75.1,1,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\.vscode\settings.json,settings.json,.json,520,0.51,0.0,2026-01-28 23:15:04,160.0,160.0,3,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\__init__.py,__init__.py,.py,225,0.22,0.0,2026-01-01 22:22:31,187.0,187.0,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\__pycache__\__init__.cpython-311.pyc,__init__.cpython-311.pyc,.pyc,441,0.43,0.0,2026-04-23 22:18:03,75.0,75.0,3,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\__pycache__\EXTEND_BENCHMARK.cpython-311.pyc,EXTEND_BENCHMARK.cpython-311.pyc,.pyc,35487,34.66,0.034,2026-07-07 15:44:31,0.3,0.3,3,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\__pycache__\main.cpython-311.pyc,main.cpython-311.pyc,.pyc,18329,17.9,0.017,2026-05-01 16:03:24,67.3,67.3,3,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\__pycache__\TIME_BIN_AGGREGATOR.cpython-311.pyc,TIME_BIN_AGGREGATOR.cpython-311.pyc,.pyc,26513,25.89,0.025,2026-04-30 14:26:16,68.4,68.4,3,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\core\__init__.py,__init__.py,.py,83,0.08,0.0,2026-01-01 22:22:31,187.0,187.0,3,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\core\__pycache__\__init__.cpython-310.pyc,__init__.cpython-310.pyc,.pyc,281,0.27,0.0,2026-01-01 22:37:36,187.0,187.0,4,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\core\__pycache__\__init__.cpython-311.pyc,__init__.cpython-311.pyc,.pyc,307,0.3,0.0,2026-01-01 22:33:39,187.0,187.0,4,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\core\__pycache__\__init__.cpython-312.pyc,__init__.cpython-312.pyc,.pyc,290,0.28,0.0,2026-01-01 22:23:57,187.0,187.0,4,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\core\__pycache__\base_processors.cpython-311.pyc,base_processors.cpython-311.pyc,.pyc,11969,11.69,0.011,2026-01-01 22:33:49,187.0,187.0,4,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\core\__pycache__\column_manager.cpython-311.pyc,column_manager.cpython-311.pyc,.pyc,7848,7.66,0.007,2026-01-01 22:33:50,187.0,187.0,4,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\core\__pycache__\config.cpython-310.pyc,config.cpython-310.pyc,.pyc,3463,3.38,0.003,2026-01-01 22:37:36,187.0,187.0,4,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\core\__pycache__\config.cpython-311.pyc,config.cpython-311.pyc,.pyc,5750,5.62,0.005,2026-05-01 14:26:16,67.4,67.4,4,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\core\__pycache__\config.cpython-312.pyc,config.cpython-312.pyc,.pyc,4670,4.56,0.004,2026-01-01 22:28:58,187.0,187.0,4,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\core\__pycache__\utils.cpython-311.pyc,utils.cpython-311.pyc,.pyc,7769,7.59,0.007,2026-01-03 21:00:44,185.1,185.1,4,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\core\base_processors.py,base_processors.py,.py,7883,7.7,0.008,2026-01-01 22:22:30,187.0,187.0,3,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\core\column_manager.py,column_manager.py,.py,4591,4.48,0.004,2026-01-01 22:22:30,187.0,187.0,3,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\core\config.py,config.py,.py,4950,4.83,0.005,2026-04-30 22:35:41,68.0,68.0,3,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\core\utils.py,utils.py,.py,4730,4.62,0.005,2026-01-03 21:00:27,185.1,185.1,3,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
BE_QUERY_FILES\modular_processor\ELWC_BE_FLEET.py,ELWC_BE_FLEET.py,.py,5581,5.45,0.005,2026-04-17 04:28:45,81.8,81.8,2,BE_QUERY_FILES,PRODUCTION,keep,as-is,High,pipeline code or entrypoint
