LOT,LOT7,ACTUAL_LOT,WAFER_ID,LAYER,WAFER_KEY,INSPECTION_TIME,DEFECT_ID,CLASS,FINEBIN,WAFER_X_MM,WAFER_Y_MM,IMAGE_COUNT,SUBENTITY,RECIPE,SUBENTITY_END_TIME,INSPECT_TIME,INSPECT_TOOL,PILOT_STATUS,SUM_NCDD,STATUS,BEEP_NCDD,SMP_NCDD
D5366340,D536634,D5366340,GQ7JF378JKG2,8M5CL,7300660,2026-01-29 22:23:41,1956,SMALL_PARTICLE,SMALL_PARTICLE,56.640165,-98.86555,5,AME401_PM3,P_78_GABON_B10_R3,2026-01-29 19:54:59,2026-01-29 22:23:41,BPD454,ICCR2+CV+GF,0.038605,HIGHFLIER,0.0,0.038605
D5311450,D531145,D5311450,GQ1KC532JKD2,8M5CL,7107751,2026-01-30 02:08:58,253,SMALL_PARTICLE,SMALL_PARTICLE,-67.951496,38.911883,5,AME419_PM6,P_78_GABON_B10_R3,2026-01-30 00:35:58,2026-01-30 02:08:58,BPD444,ICCR2+CV+GF,0.003645,BSL,0.0,0.003645
D5424860,D542486,D5424860,A20V6037SLE4,8M5CL,7495968,2026-01-30 02:55:19,5198,BEEP,BEEP,-107.714972,-64.382944,5,AME421_PM6,P_78_GABON_B10_R3,2026-01-30 01:41:51,2026-01-30 02:55:19,BPD446,SRCIP,0.003692,BSL,0.003692,0.0
D5424860,D542486,D5424860,A20HR041SLD5,8M5CL,7495920,2026-01-30 02:55:19,224,SMALL_PARTICLE,SMALL_PARTICLE,-65.35186,19.066113,5,AME421_PM5,P_78_GABON_B10_R3,2026-01-30 01:45:29,2026-01-30 02:55:19,BPD446,ICCR2+CV,0.003692,BSL,0.0,0.003692
D5391200,D539120,D5391200,MCE1M661WAF6,8M6CL,7387236,2026-01-30 08:09:50,5,BEEP,BEEP,125.292451,28.953761,4,AME417_PM3,P_78_GABON_R1,2026-01-30 05:43:11,2026-01-30 08:09:50,BPD432,CCMR2+ICCR2+CV+GF,0.003584,BSL,0.003584,0.0
D5449750,D544975,D5449750,GS9CS332JKC4,8M6CL,7582827,2026-01-30 08:00:51,330,BEEP,BEEP,68.604093,120.540156,4,AME427_PM2,P_78_GABON,2026-01-30 06:47:30,2026-01-30 08:00:51,BPD450,POR+CV+GF,0.003553,BSL,0.003553,0.0
D5391140,D539114,D5391140,GS0XD582JKE6,8M5CL,7389676,2026-01-30 03:54:18,1375,BEEP,BEEP,-84.025716,-98.236438,5,AME421_PM5,P_78_GABON_B10_R3,2026-01-30 02:20:21,2026-01-30 03:54:18,BPD432,ICCR2+CV,0.003659,BSL,0.003659,0.0
D5391140,D539114,D5391140,GS0XD583JKB5,8M5CL,7389589,2026-01-30 03:54:18,1221,BEEP,BEEP,70.443857,-113.098984,5,AME421_PM6,P_78_GABON_B10_R3,2026-01-30 02:35:00,2026-01-30 03:54:18,BPD432,SRCIP,0.003692,BSL,0.003692,0.0
D5446250,D544625,D5446250,MCG7B270WAF0,8M5CL,7572176,2026-01-30 06:15:57,43,SMALL_PARTICLE,SMALL_PARTICLE,-78.611709,-3.013747,5,AME421_PM6,P_78_GABON_B10_R3,2026-01-30 04:36:51,2026-01-30 06:15:57,BPD432,SRCIP,0.003659,BSL,0.0,0.003659
D5391200,D539120,D5391200,MCE1L304WAB1,8M6CL,7387321,2026-01-30 08:09:50,4,SMALL_PARTICLE,SMALL_PARTICLE,-24.873866,44.320821,4,AME417_PM3,P_78_GABON_R1,2026-01-30 07:02:22,2026-01-30 08:09:50,BPD432,CCMR2+ICCR2+CV+GF,0.003553,BSL,0.0,0.003553
D5424150,D542415,D5424150,A20V6051SLC6,8M5CL,7481602,2026-01-30 09:23:24,1596,BEEP,BEEP,63.080549,116.47418,5,AME421_PM5,P_78_GABON_B10_R3,2026-01-30 07:40:34,2026-01-30 09:23:24,BPD446,ICCR2+CV,0.003692,BSL,0.003692,0.0
D5439570CX,D543957,D5439570CX,MCEMQ061WAA5,8M6CL,8032900,2026-01-30 18:49:43,8,SMALL_PARTICLE,SMALL_PARTICLE,-125.342623,-10.355647,4,AME417_PM3,S_78_ROADRUNNER_WF78,2026-01-30 17:36:38,2026-01-30 18:49:43,BPD444,CCMR2+ICCR2+CV+GF,0.007168,BSL,0.0,0.007168
D5439570CX,D543957,D5439570CX,MCEMQ061WAA5,8M6CL,8032900,2026-01-30 18:49:43,66,SMALL_PARTICLE,SMALL_PARTICLE,-10.794618,121.447668,4,AME417_PM3,S_78_ROADRUNNER_WF78,2026-01-30 17:36:38,2026-01-30 18:49:43,BPD444,CCMR2+ICCR2+CV+GF,0.007168,BSL,0.0,0.007168
D5391140,D539114,D5391140,GS0XD583JKB5,8M6CL,7389589,2026-01-31 20:55:01,71,SMALL_PARTICLE,SMALL_PARTICLE,-130.269546,23.50982,4,AME425_PM1,P_78_GABON,2026-01-31 19:22:12,2026-01-31 20:55:01,BPD448,POR+CV+GF,0.007168,BSL,0.003584,0.003584
D5391140,D539114,D5391140,GS0XD583JKB5,8M6CL,7389589,2026-01-31 20:55:01,187,BEEP,BEEP,-66.792377,119.72179,4,AME425_PM1,P_78_GABON,2026-01-31 19:22:12,2026-01-31 20:55:01,BPD448,POR+CV+GF,0.007168,BSL,0.003584,0.003584
D5424580,D542458,D5424580,GT1MH527JKG4,8M5CL,7490021,2026-01-30 22:43:06,3132,BEEP,BEEP,76.427843,-103.956931,5,AME421_PM5,P_78_GABON_B10_R3,2026-01-30 21:33:49,2026-01-30 22:43:06,BPD450,ICCR2+CV,0.003692,BSL,0.003692,0.0
D5401910,D540191,D5401910,GS2UG002JKF7,8M5CL,7407844,2026-01-31 04:44:43,1796,BEEP,BEEP,-45.761902,52.367377,5,AME417_PM6,P_78_GABON_B10_R3,2026-01-31 02:46:36,2026-01-31 04:44:43,BPD432,ICCR2+CV+GF,0.007318,BSL,0.003659,0.003659
D5401910,D540191,D5401910,GS2UG002JKF7,8M5CL,7407844,2026-01-31 04:44:43,3077,SMALL_PARTICLE,SMALL_PARTICLE,8.549077,-94.253065,5,AME417_PM6,P_78_GABON_B10_R3,2026-01-31 02:46:36,2026-01-31 04:44:43,BPD432,ICCR2+CV+GF,0.007318,BSL,0.003659,0.003659
D5401920,D540192,D5401920,A1YUA047SLF5,8M6CL,7407863,2026-01-31 04:41:23,50,SMALL_PARTICLE,SMALL_PARTICLE,48.551902,25.295522,4,AME419_PM3,P_78_GABON,2026-01-31 03:07:04,2026-01-31 04:41:23,BPD448,POR+CV+GF,0.003584,BSL,0.0,0.003584
D5391140,D539114,D5391140,GS0XD582JKE6,8M6CL,7389676,2026-01-31 20:55:01,153,SMALL_PARTICLE,SMALL_PARTICLE,9.274072,-50.910154,4,AME425_PM2,P_78_GABON,2026-01-31 19:00:27,2026-01-31 20:55:01,BPD448,POR+CV+GF,0.007106,BSL,0.003553,0.003553
D5391140,D539114,D5391140,GS0XD582JKE6,8M6CL,7389676,2026-01-31 20:55:01,161,BEEP,BEEP,24.658172,-80.41077,4,AME425_PM2,P_78_GABON,2026-01-31 19:00:27,2026-01-31 20:55:01,BPD448,POR+CV+GF,0.007106,BSL,0.003553,0.003553
D5424860,D542486,D5424860,A20HR041SLD5,8M6CL,7495920,2026-01-31 16:20:07,7,BEEP,BEEP,27.954573,33.87927,4,AME427_PM5,P_78_GABON,2026-01-31 14:55:40,2026-01-31 16:20:07,BPD432,POR+CV+GF,0.014337,BSL,0.010753,0.003584
D5424860,D542486,D5424860,A20HR041SLD5,8M6CL,7495920,2026-01-31 16:20:07,16,SMALL_PARTICLE,SMALL_PARTICLE,-77.674532,79.367812,4,AME427_PM5,P_78_GABON,2026-01-31 14:55:40,2026-01-31 16:20:07,BPD432,POR+CV+GF,0.014337,BSL,0.010753,0.003584
D5424860,D542486,D5424860,A20HR041SLD5,8M6CL,7495920,2026-01-31 16:20:07,42,BEEP,BEEP,97.405364,-56.565569,4,AME427_PM5,P_78_GABON,2026-01-31 14:55:40,2026-01-31 16:20:07,BPD432,POR+CV+GF,0.014337,BSL,0.010753,0.003584
D5424860,D542486,D5424860,A20HR041SLD5,8M6CL,7495920,2026-01-31 16:20:07,53,BEEP,BEEP,42.188348,-120.265883,4,AME427_PM5,P_78_GABON,2026-01-31 14:55:40,2026-01-31 16:20:07,BPD432,POR+CV+GF,0.014337,BSL,0.010753,0.003584
D5401920,D540192,D5401920,A1YUA046SLB3,8M6CL,7407940,2026-01-31 04:41:23,2923,SMALL_PARTICLE,SMALL_PARTICLE,-4.55938,101.809902,4,AME419_PM3,P_78_GABON,2026-01-31 03:19:37,2026-01-31 04:41:23,BPD448,POR+CV+GF,0.003553,BSL,0.0,0.003553
D5424860,D542486,D5424860,A20V6037SLE4,8M6CL,7495968,2026-01-31 16:20:07,12,SMALL_PARTICLE,SMALL_PARTICLE,17.245437,23.289002,4,AME427_PM6,P_78_GABON,2026-01-31 14:59:59,2026-01-31 16:20:07,BPD432,POR+CV+GF,0.010753,BSL,0.0,0.010753
D5424860,D542486,D5424860,A20V6037SLE4,8M6CL,7495968,2026-01-31 16:20:07,92,SMALL_PARTICLE,SMALL_PARTICLE,6.412596,127.657412,4,AME427_PM6,P_78_GABON,2026-01-31 14:59:59,2026-01-31 16:20:07,BPD432,POR+CV+GF,0.010753,BSL,0.0,0.010753
D5424860,D542486,D5424860,A20V6037SLE4,8M6CL,7495968,2026-01-31 16:20:07,95,SMALL_PARTICLE,SMALL_PARTICLE,-37.585466,135.306967,4,AME427_PM6,P_78_GABON,2026-01-31 14:59:59,2026-01-31 16:20:07,BPD432,POR+CV+GF,0.010753,BSL,0.0,0.010753
D5322690,D532269,D5322690,A1YCG007SLC2,8M5CL,7147889,2026-01-31 18:22:24,93,SMALL_PARTICLE,SMALL_PARTICLE,-62.419681,55.636379,5,AME409_PM5,P_78_GABON_B10_R3,2026-01-31 13:47:45,2026-01-31 18:22:24,BPD458,ICCR2+CV+GF,0.014437,BSL,0.0,0.014437
D5322690,D532269,D5322690,A1YCG007SLC2,8M5CL,7147889,2026-01-31 18:22:24,164,SMALL_PARTICLE,SMALL_PARTICLE,-56.893764,113.220869,5,AME409_PM5,P_78_GABON_B10_R3,2026-01-31 13:47:45,2026-01-31 18:22:24,BPD458,ICCR2+CV+GF,0.014437,BSL,0.0,0.014437
D5322690,D532269,D5322690,A1YCG007SLC2,8M5CL,7147889,2026-01-31 18:22:24,170,SMALL_PARTICLE,SMALL_PARTICLE,23.966475,129.209125,5,AME409_PM5,P_78_GABON_B10_R3,2026-01-31 13:47:45,2026-01-31 18:22:24,BPD458,ICCR2+CV+GF,0.014437,BSL,0.0,0.014437
D5322690,D532269,D5322690,A1YCG007SLC2,8M5CL,7147889,2026-01-31 18:22:24,171,SMALL_PARTICLE,SMALL_PARTICLE,-34.885737,128.918852,5,AME409_PM5,P_78_GABON_B10_R3,2026-01-31 13:47:45,2026-01-31 18:22:24,BPD458,ICCR2+CV+GF,0.014437,BSL,0.0,0.014437
D5413080,D541308,D5413080,MCEUW609WAG4,8M6CL,7442073,2026-01-31 23:23:37,6,SMALL_PARTICLE,SMALL_PARTICLE,-54.62135,21.358624,4,AME419_PM5,P_78_GABON,2026-01-31 20:49:02,2026-01-31 23:23:37,BPD432,POR+CV,0.003584,BSL,0.0,0.003584
D5366340,D536634,D5366340,GQ7JF378JKG2,8M6CL,7300660,2026-01-31 20:37:05,125,BEEP,BEEP,82.573446,17.5475,4,AME411_PM1,P_78_GABON_R1,2026-01-31 18:57:28,2026-01-31 20:37:05,BPD448,SRCIP,0.003553,BSL,0.003553,0.0
D5366340,D536634,D5366340,GQ7JF377JKC0,8M6CL,7300713,2026-01-31 20:37:05,90,BEEP,BEEP,-67.729553,-56.75103,4,AME411_PM2,P_78_GABON_R1,2026-01-31 18:57:28,2026-01-31 20:37:05,BPD448,ICCR2+CV+GF,0.007168,BSL,0.007168,0.0
D5366340,D536634,D5366340,GQ7JF377JKC0,8M6CL,7300713,2026-01-31 20:37:05,158,BEEP,BEEP,-99.842199,-72.406424,4,AME411_PM2,P_78_GABON_R1,2026-01-31 18:57:28,2026-01-31 20:37:05,BPD448,ICCR2+CV+GF,0.007168,BSL,0.007168,0.0
D5413080,D541308,D5413080,MCEUW604WAA0,8M6CL,7441983,2026-01-31 23:23:37,41,BEEP,BEEP,-83.493142,-79.557471,4,AME419_PM5,P_78_GABON,2026-01-31 20:44:39,2026-01-31 23:23:37,BPD432,POR+CV,0.003553,BSL,0.003553,0.0
D5413080,D541308,D5413080,MCEUW599WAD5,8M6CL,7441913,2026-01-31 22:19:50,1611,BEEP,BEEP,27.761141,-123.187457,4,AME419_PM5,P_78_GABON,2026-01-31 20:01:01,2026-01-31 22:19:50,BPD454,POR+CV,0.003584,BSL,0.003584,0.0
D5424150,D542415,D5424150,A20V6051SLC6,8M6CL,7481602,2026-02-01 02:20:22,6,SMALL_PARTICLE,SMALL_PARTICLE,-120.414744,-8.036493,4,AME417_PM3,P_78_GABON_R1,2026-02-01 00:43:03,2026-02-01 02:20:22,BPD432,CCMR2+ICCR2+CV+GF,0.003584,BSL,0.0,0.003584
D5446280,D544628,D5446280,GT2JB427JKF3,8M5CL,7573143,2026-02-01 02:02:23,206,BEEP,BEEP,-47.275628,-126.526689,5,AME411_PM4,P_78_GABON_B10_R3,2026-02-01 00:38:15,2026-02-01 02:02:23,BPD432,ICCR2+CV+GF,0.003692,BSL,0.003692,0.0
D5311750,D531175,D5311750,KHYXL246WFA1,8M5CL,7116778,2026-02-02 14:04:54,346,SMALL_PARTICLE,SMALL_PARTICLE,-9.028178,-124.754081,5,AME421_PM4,P_78_GABON_B10_R3,2026-02-02 12:27:04,2026-02-02 14:04:54,BPD450,ICCR2+CV,0.003584,BSL,0.0,0.003584
D5446280,D544628,D5446280,GT2JB428JKC2,8M5CL,7573108,2026-02-01 02:02:23,206,SMALL_PARTICLE,SMALL_PARTICLE,87.731407,13.895333,5,AME411_PM4,P_78_GABON_B10_R3,2026-02-01 01:07:18,2026-02-01 02:02:23,BPD432,ICCR2+CV+GF,0.010978,BSL,0.007319,0.003659
D5446280,D544628,D5446280,GT2JB428JKC2,8M5CL,7573108,2026-02-01 02:02:23,446,BEEP,BEEP,15.633105,-84.37424,5,AME411_PM4,P_78_GABON_B10_R3,2026-02-01 01:07:18,2026-02-01 02:02:23,BPD432,ICCR2+CV+GF,0.010978,BSL,0.007319,0.003659
D5446280,D544628,D5446280,GT2JB428JKC2,8M5CL,7573108,2026-02-01 02:02:23,3368,BEEP,BEEP,-0.978927,-84.948297,5,AME411_PM4,P_78_GABON_B10_R3,2026-02-01 01:07:18,2026-02-01 02:02:23,BPD432,ICCR2+CV+GF,0.010978,BSL,0.007319,0.003659
D5311750,D531175,D5311750,KHYXL259WFC5,8M5CL,7116921,2026-02-02 14:04:54,346,BEEP,BEEP,-55.845372,69.484952,5,AME421_PM3,P_78_GABON_B10_R3,2026-02-02 12:59:38,2026-02-02 14:04:54,BPD450,ICCR2+CV+GF,0.021655,HIGHFLIER,0.007218,0.014437
D5311750,D531175,D5311750,KHYXL259WFC5,8M5CL,7116921,2026-02-02 14:04:54,455,SMALL_PARTICLE,SMALL_PARTICLE,-24.740261,-41.951686,5,AME421_PM3,P_78_GABON_B10_R3,2026-02-02 12:59:38,2026-02-02 14:04:54,BPD450,ICCR2+CV+GF,0.021655,HIGHFLIER,0.007218,0.014437
D5311750,D531175,D5311750,KHYXL259WFC5,8M5CL,7116921,2026-02-02 14:04:54,517,SMALL_PARTICLE,SMALL_PARTICLE,-58.670882,-45.942669,5,AME421_PM3,P_78_GABON_B10_R3,2026-02-02 12:59:38,2026-02-02 14:04:54,BPD450,ICCR2+CV+GF,0.021655,HIGHFLIER,0.007218,0.014437
D5311750,D531175,D5311750,KHYXL259WFC5,8M5CL,7116921,2026-02-02 14:04:54,522,SMALL_PARTICLE,SMALL_PARTICLE,-60.315191,-48.743459,5,AME421_PM3,P_78_GABON_B10_R3,2026-02-02 12:59:38,2026-02-02 14:04:54,BPD450,ICCR2+CV+GF,0.021655,HIGHFLIER,0.007218,0.014437
D5311750,D531175,D5311750,KHYXL259WFC5,8M5CL,7116921,2026-02-02 14:04:54,535,BEEP,BEEP,-60.742341,-52.945479,5,AME421_PM3,P_78_GABON_B10_R3,2026-02-02 12:59:38,2026-02-02 14:04:54,BPD450,ICCR2+CV+GF,0.021655,HIGHFLIER,0.007218,0.014437
D5311750,D531175,D5311750,KHYXL259WFC5,8M5CL,7116921,2026-02-02 14:04:54,593,SMALL_PARTICLE,SMALL_PARTICLE,-47.625654,-63.238742,5,AME421_PM3,P_78_GABON_B10_R3,2026-02-02 12:59:38,2026-02-02 14:04:54,BPD450,ICCR2+CV+GF,0.021655,HIGHFLIER,0.007218,0.014437
D5413320,D541332,D5413320,GT4QE457JDE7,8M5CL,7447043,2026-02-01 14:17:42,615,BEEP,BEEP,-111.718598,75.605111,5,AME411_PM3,P_78_GABON_B10_R3,2026-02-01 13:06:51,2026-02-01 14:17:42,BPD444,ICCR2+CV+GF,0.007383,BSL,0.007383,0.0
D5413320,D541332,D5413320,GT4QE457JDE7,8M5CL,7447043,2026-02-01 14:17:42,1551,BEEP,BEEP,-42.569533,-117.542563,5,AME411_PM3,P_78_GABON_B10_R3,2026-02-01 13:06:51,2026-02-01 14:17:42,BPD444,ICCR2+CV+GF,0.007383,BSL,0.007383,0.0
D5401910,D540191,D5401910,GS2UG002JKF7,8M6CL,7407844,2026-02-01 23:34:40,339,BEEP,BEEP,-23.342679,-130.51801,4,AME425_PM1,P_78_GABON,2026-02-01 21:46:58,2026-02-01 23:34:40,BPD450,POR+CV+GF,0.007106,BSL,0.003553,0.003553
D5401910,D540191,D5401910,GS2UG002JKF7,8M6CL,7407844,2026-02-01 23:34:40,340,SMALL_PARTICLE,SMALL_PARTICLE,-23.696346,-133.581901,4,AME425_PM1,P_78_GABON,2026-02-01 21:46:58,2026-02-01 23:34:40,BPD450,POR+CV+GF,0.007106,BSL,0.003553,0.003553
D5306170,D530617,D5306170,GP0RU495JKD1,8M5CL,7082867,2026-02-02 15:48:15,450,SMALL_PARTICLE,SMALL_PARTICLE,55.386153,19.390518,5,AME411_PM4,P_78_GABON_B10_R3,2026-02-02 14:45:14,2026-02-02 15:48:15,BPD444,ICCR2+CV+GF,0.003609,BSL,0.0,0.003609
D5413480,D541348,D5413480,MCFFR005WAB3,8M6CL,7451869,2026-02-02 02:08:30,12,SMALL_PARTICLE,SMALL_PARTICLE,-111.510601,69.043605,4,AME423_PM1,P_78_GABON_R1,2026-02-02 01:06:30,2026-02-02 02:08:30,BPD432,ICCR2+CV+GF,0.003584,BSL,0.0,0.003584
D5413480,D541348,D5413480,MCFFR004WAE4,8M6CL,7451930,2026-02-02 02:08:30,1,SMALL_PARTICLE,SMALL_PARTICLE,-73.176938,-0.582996,4,AME423_PM1,P_78_GABON_R1,2026-02-02 00:47:11,2026-02-02 02:08:30,BPD432,ICCR2+CV+GF,0.014211,BSL,0.0,0.014211
D5413480,D541348,D5413480,MCFFR004WAE4,8M6CL,7451930,2026-02-02 02:08:30,15,SMALL_PARTICLE,SMALL_PARTICLE,-124.444808,64.486235,4,AME423_PM1,P_78_GABON_R1,2026-02-02 00:47:11,2026-02-02 02:08:30,BPD432,ICCR2+CV+GF,0.014211,BSL,0.0,0.014211
D5413480,D541348,D5413480,MCFFR004WAE4,8M6CL,7451930,2026-02-02 02:08:30,24,SMALL_PARTICLE,SMALL_PARTICLE,99.848653,-43.090272,4,AME423_PM1,P_78_GABON_R1,2026-02-02 00:47:11,2026-02-02 02:08:30,BPD432,ICCR2+CV+GF,0.014211,BSL,0.0,0.014211
D5413480,D541348,D5413480,MCFFR004WAE4,8M6CL,7451930,2026-02-02 02:08:30,25,SMALL_PARTICLE,SMALL_PARTICLE,-122.921551,-45.475631,4,AME423_PM1,P_78_GABON_R1,2026-02-02 00:47:11,2026-02-02 02:08:30,BPD432,ICCR2+CV+GF,0.014211,BSL,0.0,0.014211
D5311750,D531175,D5311750,KHYXL245WFD2,8M5CL,7116686,2026-02-02 14:04:54,266,SMALL_PARTICLE,SMALL_PARTICLE,-109.958499,62.819764,5,AME421_PM3,P_78_GABON_B10_R3,2026-02-02 12:41:26,2026-02-02 14:04:54,BPD450,ICCR2+CV+GF,0.003609,BSL,0.0,0.003609
D5311750,D531175,D5311750,KHYXL237WFH2,8M5CL,7116720,2026-02-02 14:04:54,24,SMALL_PARTICLE,SMALL_PARTICLE,0.282647,-1.122414,5,AME421_PM4,P_78_GABON_B10_R3,2026-02-02 12:34:15,2026-02-02 14:04:54,BPD450,ICCR2+CV,0.003609,BSL,0.0,0.003609
D5424260,D542426,D5424260,MCFJF118WAD1,8M6CL,7484619,2026-02-02 14:05:05,13,SMALL_PARTICLE,LOWCONF,-130.607474,4.577021,4,AME419_PM5,P_78_GABON,2026-02-02 11:37:19,2026-02-02 14:05:05,BPD446,POR+CV,0.014211,BSL,0.0,0.014211
D5424260,D542426,D5424260,MCFJF118WAD1,8M6CL,7484619,2026-02-02 14:05:05,25,SMALL_PARTICLE,LOWCONF,-93.269326,6.69832,4,AME419_PM5,P_78_GABON,2026-02-02 11:37:19,2026-02-02 14:05:05,BPD446,POR+CV,0.014211,BSL,0.0,0.014211
D5424260,D542426,D5424260,MCFJF118WAD1,8M6CL,7484619,2026-02-02 14:05:05,26,SMALL_PARTICLE,LOWCONF,-11.230261,8.634013,4,AME419_PM5,P_78_GABON,2026-02-02 11:37:19,2026-02-02 14:05:05,BPD446,POR+CV,0.014211,BSL,0.0,0.014211
D5424260,D542426,D5424260,MCFJF118WAD1,8M6CL,7484619,2026-02-02 14:05:05,28,SMALL_PARTICLE,LOWCONF,-10.901427,9.073433,4,AME419_PM5,P_78_GABON,2026-02-02 11:37:19,2026-02-02 14:05:05,BPD446,POR+CV,0.014211,BSL,0.0,0.014211
D5424260,D542426,D5424260,MCEMT300WAE6,8M6CL,7484645,2026-02-02 14:05:05,20,SMALL_PARTICLE,LOWCONF,-10.790262,10.050066,4,AME419_PM5,P_78_GABON,2026-02-02 11:32:04,2026-02-02 14:05:05,BPD446,POR+CV,0.007105,BSL,0.0,0.007105
D5424260,D542426,D5424260,MCEMT300WAE6,8M6CL,7484645,2026-02-02 14:05:05,199,SMALL_PARTICLE,LOWCONF,-52.468557,-81.253569,4,AME419_PM5,P_78_GABON,2026-02-02 11:32:04,2026-02-02 14:05:05,BPD446,POR+CV,0.007105,BSL,0.0,0.007105
D5306170,D530617,D5306170,GP0RU678JKF1,8M5CL,7082885,2026-02-02 15:48:15,85,SMALL_PARTICLE,SMALL_PARTICLE,-34.174729,23.163976,5,AME411_PM3,P_78_GABON_B10_R3,2026-02-02 14:41:13,2026-02-02 15:48:15,BPD444,ICCR2+CV+GF,0.014335,BSL,0.003584,0.010751
D5306170,D530617,D5306170,GP0RU678JKF1,8M5CL,7082885,2026-02-02 15:48:15,91,SMALL_PARTICLE,SMALL_PARTICLE,-33.585236,24.744931,5,AME411_PM3,P_78_GABON_B10_R3,2026-02-02 14:41:13,2026-02-02 15:48:15,BPD444,ICCR2+CV+GF,0.014335,BSL,0.003584,0.010751
D5306170,D530617,D5306170,GP0RU678JKF1,8M5CL,7082885,2026-02-02 15:48:15,180,SMALL_PARTICLE,SMALL_PARTICLE,-8.100095,38.23898,5,AME411_PM3,P_78_GABON_B10_R3,2026-02-02 14:41:13,2026-02-02 15:48:15,BPD444,ICCR2+CV+GF,0.014335,BSL,0.003584,0.010751
D5306170,D530617,D5306170,GP0RU678JKF1,8M5CL,7082885,2026-02-02 15:48:15,579,BEEP,BEEP,52.67969,-27.127728,5,AME411_PM3,P_78_GABON_B10_R3,2026-02-02 14:41:13,2026-02-02 15:48:15,BPD444,ICCR2+CV+GF,0.014335,BSL,0.003584,0.010751
D5306170,D530617,D5306170,GP0RU680JKF1,8M5CL,7082905,2026-02-02 15:48:15,91,BEEP,BEEP,-93.636443,-10.635378,5,AME411_PM3,P_78_GABON_B10_R3,2026-02-02 14:33:13,2026-02-02 15:48:15,BPD444,ICCR2+CV+GF,0.003584,BSL,0.003584,0.0
D5306170,D530617,D5306170,GP0RU676JKE0,8M5CL,7082992,2026-02-02 15:48:15,206,BEEP,BEEP,51.099231,48.267048,5,AME411_PM3,P_78_GABON_B10_R3,2026-02-02 14:45:14,2026-02-02 15:48:15,BPD444,ICCR2+CV+GF,0.003584,BSL,0.003584,0.0
D5306170U,D530617,D5306170U,GP0RU715JKB3,8M5CL,8054394,2026-02-02 19:32:26,2180,BEEP,BEEP,33.43949,132.396964,5,AME411_PM4,P_78_GABON_B10_R3,2026-02-02 14:49:15,2026-02-02 19:32:26,BPD446,ICCR2+CV+GF,0.003609,BSL,0.003609,0.0
D5306170T,D530617,D5306170T,GP0RU684JKA0,8M5CL,8054368,2026-02-02 19:14:11,1050,SMALL_PARTICLE,SMALL_PARTICLE,-19.029098,135.441484,5,AME423_PM2,P_78_GABON_B10_R3,2026-02-02 14:52:45,2026-02-02 19:14:11,BPD450,ICCR2+CV+GF,0.003584,BSL,0.0,0.003584
D5306170T,D530617,D5306170T,GP0RU683JKD1,8M5CL,8054301,2026-02-02 19:14:11,78009,SMALL_PARTICLE,SMALL_PARTICLE,38.966819,117.818603,5,AME423_PM2,P_78_GABON_B10_R3,2026-02-02 14:48:14,2026-02-02 19:14:11,BPD450,ICCR2+CV+GF,0.003609,BSL,0.0,0.003609
D5306170T,D530617,D5306170T,GP0RU688JKC2,8M5CL,8054292,2026-02-02 19:14:11,235,SMALL_PARTICLE,SMALL_PARTICLE,13.146174,37.368357,5,AME423_PM1,P_78_GABON_B10_R3,2026-02-02 14:48:14,2026-02-02 19:14:11,BPD450,ICCR2+CV+GF,0.003584,BSL,0.0,0.003584
D5306170U,D530617,D5306170U,GP0RU714JKE4,8M5CL,8054384,2026-02-02 19:32:26,325,BEEP,BEEP,95.169691,90.565393,5,AME411_PM3,P_78_GABON_B10_R3,2026-02-02 14:49:15,2026-02-02 19:32:26,BPD446,ICCR2+CV+GF,0.010751,BSL,0.010751,0.0
D5306170U,D530617,D5306170U,GP0RU714JKE4,8M5CL,8054384,2026-02-02 19:32:26,922,BEEP,BEEP,-21.053916,-33.164646,5,AME411_PM3,P_78_GABON_B10_R3,2026-02-02 14:49:15,2026-02-02 19:32:26,BPD446,ICCR2+CV+GF,0.010751,BSL,0.010751,0.0
D5306170U,D530617,D5306170U,GP0RU714JKE4,8M5CL,8054384,2026-02-02 19:32:26,1109,BEEP,BEEP,89.678558,-89.290355,5,AME411_PM3,P_78_GABON_B10_R3,2026-02-02 14:49:15,2026-02-02 19:32:26,BPD446,ICCR2+CV+GF,0.010751,BSL,0.010751,0.0
D5306170U,D530617,D5306170U,GP0RU711JKG4,8M5CL,8054417,2026-02-02 19:32:26,118,BEEP,BEEP,-80.954489,-1.886968,5,AME411_PM3,P_78_GABON_B10_R3,2026-02-02 14:53:16,2026-02-02 19:32:26,BPD446,ICCR2+CV+GF,0.003609,BSL,0.003609,0.0
D5306170T,D530617,D5306170T,GP0RU689JKG4,8M5CL,8054329,2026-02-02 19:14:11,14521,BEEP,BEEP,27.787672,131.425337,5,AME423_PM1,P_78_GABON_B10_R3,2026-02-02 14:52:45,2026-02-02 19:14:11,BPD450,ICCR2+CV+GF,0.003609,BSL,0.003609,0.0
D5402130,D540213,D5402130,A21NN059SLB4,8M5CL,7412064,2026-02-02 22:01:38,52,SMALL_PARTICLE,SMALL_PARTICLE,13.464628,-13.760241,5,AME419_PM6,P_78_GABON_B10_R3,2026-02-02 20:01:09,2026-02-02 22:01:38,BPD454,ICCR2+CV+GF,0.014767,BSL,0.0,0.014767
